"postal_code_clean","country_code","city","region","latitude","longitude","source"
1841,SK,Dubnica nad Váhom,"",48.9599685,18.1747295,nominatim
5991,SK,Mlynica,"",49.100425,20.2947504,nominatim
93030,SK,Rohovce,"",47.9902952,17.3986564,nominatim
99101,SK,Senné,"",48.3244214,19.3998207,nominatim
3472,SK,Liptovská Lúžna,"",48.9382786,19.3245461,nominatim
94651,SK,Nesvady,"",47.9286794,18.1262406,nominatim
9423,SK,Merník,"",48.9662182,21.6389524,nominatim
92242,SK,Madunice,"",48.4773299,17.7807671,nominatim
90023,SK,Viničné,"",48.2716165,17.3030415,nominatim
4414,SK,044 14,"",48.6075388,21.3201822,nominatim
4455,SK,Veľká Ida,"",48.5880272,21.159587,nominatim
6541,SK,Ľubotín,"",49.2479072,20.8774545,nominatim
94654,SK,Bajč,"",47.9238482,18.2135728,nominatim
91637,SK,Kálnica,"",48.7590619,17.9274414,nominatim
97214,SK,Tužina,"",48.8958186,18.6141089,nominatim
1832,SK,Zliechov,"",48.954417,18.4241853,nominatim
95615,SK,Kovarce,"",48.4948418,18.1559531,nominatim
1802,SK,Dolná Mariková,"",49.2021231,18.3587537,nominatim
4012,SK,Košice,"",48.6852774,21.291374,nominatim
5334,SK,Švedlár,"",48.8086559,20.7051154,nominatim
8001,SK,Prešov,"",48.9970246,21.2108123,nominatim
90088,SK,Doľany,"",48.4165756,17.3762549,nominatim
91902,SK,Dolné Orešany,"",48.4399801,17.4280965,nominatim
93701,SK,Želiezovce,"",48.0533039,18.6644264,nominatim
96221,SK,Lieskovec,"",48.5851649,19.1948912,nominatim
2951,SK,Lokca,"",49.3678131,19.4196366,nominatim
96653,SK,Hronský Beňadik,"",48.3437441,18.5571936,nominatim
6544,SK,Plaveč,"",49.2609421,20.8420426,nominatim
92507,SK,Mostová,"",48.1373696,17.6744183,nominatim
1852,SK,Pruské,"",49.0306167,18.2109296,nominatim
90045,SK,Malinovo,"",48.1529961,17.2962604,nominatim
90701,SK,Myjava,"",48.7645613,17.569584,nominatim
90862,SK,Dubovce,"",48.7733421,17.2462687,nominatim
96624,SK,Janova Lehota,"",48.6550607,18.7878016,nominatim
4458,SK,Seňa,"",48.5600208,21.2625562,nominatim
90847,SK,Radimov,"",48.751582,17.1984669,nominatim
95141,SK,Lužianky,"",48.3431232,18.0281499,nominatim
7231,SK,072 31,"",48.8049114,21.9704402,nominatim
94162,SK,Michal nad Žitavou,"",48.1761823,18.2808101,nominatim
2054,SK,Lysá pod Makytou,"",49.1972385,18.1777026,nominatim
7264,SK,Podhoroď,"",48.8301675,22.3262888,nominatim
93035,SK,Michal na Ostrove,"",48.0258712,17.5160756,nominatim
2051,SK,Dohňany,"",49.1569627,18.2858869,nominatim
95145,SK,Horné Lefantovce,"",48.4233622,18.1361903,nominatim
9302,SK,Vranov nad Topľou,"",48.8606365,21.7077869,nominatim
95153,SK,Klasov,"",48.2806045,18.2514668,nominatim
8233,SK,Krížovany,"",48.9874689,21.04867,nominatim
5995,SK,Toporec,"",49.2658764,20.4912846,nominatim
90053,SK,Pernek,"",48.3670093,17.1467389,nominatim
2955,SK,Novoť,"",49.4319741,19.2623142,nominatim
2204,SK,Čadca,"",49.4301141,18.7726815,nominatim
2351,SK,Raková,"",49.4473489,18.7270048,nominatim
9101,SK,Stropkov,"",49.2035769,21.6533275,nominatim
91622,SK,Podolie,"",48.6690847,17.767312,nominatim
93526,SK,Starý Tekov,"",48.2445312,18.5351259,nominatim
93601,SK,Šahy,"",48.071996,18.9499045,nominatim
94603,SK,Kolárovo,"",47.9196,17.992149,nominatim
6501,SK,Hniezdne,"",49.3016304,20.6246171,nominatim
90873,SK,Veľké Leváre,"",48.5043966,17.0022329,nominatim
95301,SK,Zlaté Moravce,"",48.3789167,18.3860361,nominatim
5361,SK,Spišské Vlachy,"",48.9465741,20.7973366,nominatim
96601,SK,Dolná Ždaňa,"",48.5447115,18.7720325,nominatim
97217,SK,Kanianka,"",48.8158141,18.5846683,nominatim
4932,SK,Štítnik,"",48.6442093,20.3735545,nominatim
93036,SK,Horná Potôň,"",48.0391036,17.4963778,nominatim
5305,SK,Beharovce,"",49.0022294,20.8255515,nominatim
1312,SK,Turie,"",49.1483318,18.7513807,nominatim
97202,SK,Prievidza,"",48.7593194,18.5906031,nominatim
91451,SK,Trenčianske Teplice,"",48.910576,18.1662106,nominatim
7252,SK,Jenkovce,"",48.6542567,22.2107514,nominatim
90043,SK,Hamuliakovo,"",48.0460187,17.2531958,nominatim
5907,SK,Lendak,"",49.2343748,20.3551055,nominatim
90849,SK,Vrádište,"",48.8204946,17.1884724,nominatim
95124,SK,Nové Sady,"",48.4186179,17.9786698,nominatim
4411,SK,Trstené pri Hornáde,"",48.5866842,21.3517339,nominatim
97603,SK,Dolný Harmanec,"",48.8061122,19.0587175,nominatim
95104,SK,Veľký Lapáš,"",48.2961634,18.1814196,nominatim
95194,SK,Hostie,"",48.4530731,18.4372996,nominatim
1864,SK,Košeca,"",49.0082442,18.2624169,nominatim
7602,SK,Novosad,"",48.5199162,21.7342188,nominatim
96654,SK,Tekovské Nemce,"",48.3572824,18.5302975,nominatim
5363,SK,Spišský Hrušov,"",48.9404815,20.7079467,nominatim
94353,SK,Ľubá,"",47.8407657,18.5967482,nominatim
8276,SK,Torysa,"",49.1646247,20.8813958,nominatim
97201,SK,Bojnice,"",48.786206,18.5798226,nominatim
92508,SK,Čierny Brod,"",48.1511867,17.659052,nominatim
92522,SK,Veľké Úľany,"",48.163797,17.5671147,nominatim
93003,SK,Kráľovičove Kračany,"",47.9778901,17.5490847,nominatim
2061,SK,Dolná Breznica,"",49.0767937,18.2784657,nominatim
92705,SK,Šaľa,"",48.167143,17.8826592,nominatim
97411,SK,Banská Bystrica,"",48.7558745,19.1607235,nominatim
1303,SK,Varín,"",49.2044818,18.8760724,nominatim
1362,SK,Veľké Rovné,"",49.3115579,18.5724608,nominatim
5913,SK,Jánovce,"",49.0173243,20.4350878,nominatim
92210,SK,Trebatice,"",48.5961186,17.7522348,nominatim
91332,SK,Dolná Súča,"",48.9549433,18.0322883,nominatim
94656,SK,Dulovce,"",47.868744,18.2715508,nominatim
95641,SK,Žitná-Radiša,"",48.7664778,18.3427385,nominatim
91322,SK,Trenčianske Mitice,"",48.805459,18.1121028,nominatim
96622,SK,Lutila,"",48.6265237,18.8410782,nominatim
5935,SK,Batizovce,"",49.0735698,20.1846258,nominatim
96268,SK,Hontianske Tesáre,"",48.2023801,18.9124317,nominatim
8241,SK,Bajerov,"",48.9600602,21.1101267,nominatim
91705,SK,Trnava,"",48.3438252,17.6194887,nominatim
94134,SK,Jasová,"",47.9885346,18.3981984,nominatim
8601,SK,086 01,"",49.3223161,21.1977759,nominatim
96641,SK,Veľká Lehota,"",48.456646,18.560447,nominatim
98011,SK,Ožďany,"",48.3798678,19.8975404,nominatim
93536,SK,Beša,"",48.1446346,18.4043618,nominatim
91601,SK,Stará Turá,"",48.7848643,17.6772879,nominatim
1004,SK,Žilina,"",49.2069259,18.7102606,nominatim
91321,SK,Trenčianska Turná,"",48.8436979,18.0369721,nominatim
95701,SK,Bánovce nad Bebravou,"",48.7201447,18.2686602,nominatim
4912,SK,Gemerská Hôrka,"",48.5205586,20.3719447,nominatim
97247,SK,Oslany,"",48.6264339,18.4792528,nominatim
3842,SK,Rakovo,"",48.9884693,18.8928821,nominatim
6542,SK,Čirč,"",49.2862524,20.9300502,nominatim
97215,SK,Kľačno,"",48.9120481,18.6539991,nominatim
93008,SK,Čiližská Radvaň,"",47.8303249,17.6870637,nominatim
3495,SK,Likavka,"",49.0902937,19.3205382,nominatim
92506,SK,Čierna Voda,"",48.1270708,17.6500251,nominatim
1361,SK,Kotešová,"",49.2432939,18.6025423,nominatim
4913,SK,Hucín,"",48.5707202,20.3059808,nominatim
5304,SK,Spišské Podhradie,"",49.0000783,20.7490921,nominatim
99124,SK,Stredné Plachtince,"",48.2181742,19.2976624,nominatim
3804,SK,Bystrička,"",49.0513344,18.8785269,nominatim
9033,SK,Bžany,"",49.075044,21.6545996,nominatim
93021,SK,Jahodná,"",48.0437009,17.7001169,nominatim
93523,SK,Rybník,"",48.2933673,18.5608827,nominatim
7677,SK,Veľké Slemence,"",48.5106827,22.1406059,nominatim
8611,SK,Hrabovec,"",49.2706732,21.3814832,nominatim
91952,SK,Dolné Dubové,"",48.4926222,17.6074094,nominatim
7614,SK,Michaľany,"",48.5182113,21.625922,nominatim
95653,SK,Slatina nad Bebravou,"",48.843193,18.2713895,nominatim
91627,SK,Častkovce,"",48.6903195,17.782594,nominatim
1001,SK,Žilina,"",49.2135196,18.7539684,nominatim
3301,SK,Liptovský Hrádok,"",49.0433674,19.7322578,nominatim
8212,SK,Lada,"",49.0513208,21.3563615,nominatim
8641,SK,Raslavice,"",49.1579387,21.321502,nominatim
91922,SK,Majcichov,"",48.2857496,17.6287787,nominatim
93101,SK,Šamorín,"",48.0263021,17.3151046,nominatim
2312,SK,Svrčinovec,"",49.4806516,18.7935302,nominatim
4501,SK,Moldava nad Bodvou,"",48.6112113,21.0006174,nominatim
3492,SK,Stankovany,"",49.1449357,19.17166,nominatim
91441,SK,Nemšová,"",48.9644131,18.1073752,nominatim
96681,SK,Žarnovica,"",48.4849466,18.7090088,nominatim
99106,SK,Vrbovka,"",48.1105669,19.3783036,nominatim
6701,SK,Radvaň nad Laborcom,"",49.1294073,21.9262407,nominatim
8222,SK,Šarišské Michaľany,"",49.0672481,21.1297701,nominatim
7631,SK,Streda nad Bodrogom,"",48.3839867,21.7503787,nominatim
90068,SK,Plavecký Štvrtok,"",48.3791851,17.0029987,nominatim
93001,SK,Vydrany,"",48.0141175,17.5804141,nominatim
90613,SK,Brezová pod Bradlom,"",48.667076,17.5382408,nominatim
93032,SK,Blatná na Ostrove,"",48.0117163,17.4278566,nominatim
98061,SK,Tisovec,"",48.6794969,19.9398234,nominatim
8216,SK,Fintice,"",49.0633644,21.2777202,nominatim
91632,SK,Hôrka nad Váhom,"",48.7172816,17.8920572,nominatim
91905,SK,Trstín,"",48.5283547,17.464204,nominatim
2743,SK,Nižná,"",49.3094859,19.5193931,nominatim
93031,SK,Vojka nad Dunajom,"",47.9609495,17.4006361,nominatim
93557,SK,Jur nad Hronom,"",48.1295671,18.6256439,nominatim
95173,SK,Jelenec,"",48.3802379,18.2243189,nominatim
5914,SK,Spišský Štiavnik,"",48.9964954,20.3746667,nominatim
95182,SK,951 82,"",48.3114094,18.3995286,nominatim
97401,SK,Banská Bystrica,"",48.7276379,19.1768238,nominatim
2741,SK,Medzibrodie nad Oravou,"",49.2506521,19.3552193,nominatim
8645,SK,Marhaň,"",49.1698607,21.4469331,nominatim
91333,SK,Horná Súča,"",48.9768769,17.9669489,nominatim
98403,SK,Lučenec,"",48.3333207,19.6465696,nominatim
7661,SK,Bačkov,"",48.7428195,21.6216958,nominatim
91942,SK,Voderady,"",48.2783492,17.5575308,nominatim
1301,SK,Teplička nad Váhom,"",49.2248074,18.7933549,nominatim
92003,SK,Hlohovec,"",48.4278399,17.7710985,nominatim
93051,SK,Veľká Paka,"",48.0411123,17.4004274,nominatim
5314,SK,Spišský Štvrtok,"",49.0065956,20.472244,nominatim
5562,SK,Prakovce,"",48.8142532,20.9039987,nominatim
95192,SK,Žikava,"",48.4447386,18.3748441,nominatim
97212,SK,Nedožery-Brezany,"",48.8186946,18.6474499,nominatim
91338,SK,Soblahov,"",48.8624441,18.0738553,nominatim
95652,SK,Podlužany,"",48.7842106,18.2390118,nominatim
90612,SK,Osuské,"",48.6278081,17.462827,nominatim
4936,SK,Slavošovce,"",48.71592,20.2745852,nominatim
92551,SK,Šintava,"",48.2828705,17.7574011,nominatim
4925,SK,Dobšiná,"",48.8210704,20.3656492,nominatim
1863,SK,Ladce,"",49.0339942,18.290299,nominatim
2303,SK,Zborov nad Bystricou,"",49.390045,18.895391,nominatim
90203,SK,Pezinok,"",48.2722461,17.2466148,nominatim
3844,SK,Jazernica,"",48.9317878,18.8335192,nominatim
97653,SK,Sihla,"",48.6459355,19.6442735,nominatim
7674,SK,Drahňov,"",48.5929124,21.9673307,nominatim
92061,SK,Dolné Otrokovce,"",48.4553807,17.9149406,nominatim
95123,SK,Lukáčovce,"",48.3952691,17.9367429,nominatim
98501,SK,Kalinovo,"",48.3915167,19.7032595,nominatim
6601,SK,Humenné,"",48.9345764,21.9047848,nominatim
90848,SK,Kopčany,"",48.7870796,17.1146673,nominatim
94107,SK,Veľký Kýr,"",48.1809145,18.1538587,nominatim
2356,SK,Makov,"",49.375164,18.4696465,nominatim
94905,SK,Nitra,"",48.2667495,18.0950369,nominatim
90638,SK,Rohožník,"",48.4587759,17.1689201,nominatim
2732,SK,Zuberec,"",49.2583955,19.6120319,nominatim
95193,SK,Topoľčianky,"",48.4166141,18.4173869,nominatim
96204,SK,Korytárky,"",48.5476709,19.4724859,nominatim
95103,SK,Čeľadice,"",48.3267961,18.2405609,nominatim
94142,SK,Veľké Lovce,"",48.0621751,18.3358027,nominatim
3232,SK,Východná,"",49.0826315,19.9102529,nominatim
2053,SK,Lúky,"",49.1954416,18.23283,nominatim
8236,SK,Lipovce,"",49.047878,20.9440071,nominatim
8621,SK,Vyšná Voľa,"",49.2451013,21.3449421,nominatim
93577,SK,Vyškovce nad Ipľom,"",48.0566775,18.8672204,nominatim
91611,SK,Bzince pod Javorinou,"",48.8020178,17.7565697,nominatim
95112,SK,Ivanka pri Nitre,"",48.240374,18.1179845,nominatim
94636,SK,Kravany nad Dunajom,"",47.7647262,18.4829413,nominatim
90085,SK,Vištuk,"",48.3336108,17.3933513,nominatim
6722,SK,Ohradzany,"",48.991858,21.8478267,nominatim
7616,SK,Zemplínska Nová Ves,"",48.5698629,21.6654169,nominatim
2062,SK,Horovce,"",49.0555065,18.2455802,nominatim
2201,SK,Čadca,"",49.4444733,18.7854559,nominatim
4001,SK,Košice,"",48.7026364,21.2662359,nominatim
98601,SK,Fiľakovo,"",48.2666588,19.8280304,nominatim
94143,SK,Dolný Ohaj,"",48.080253,18.2528523,nominatim
7222,SK,Strážske,"",48.8718206,21.8314495,nominatim
8274,SK,Brezovica,"",49.1407643,20.8414586,nominatim
2314,SK,Skalité,"",49.4973623,18.9141309,nominatim
8301,SK,Sabinov,"",49.1093202,21.1035235,nominatim
7615,SK,Veľaty,"",48.5223145,21.6722767,nominatim
91910,SK,Buková,"",48.5422169,17.4013179,nominatim
4431,SK,Družstevná pri Hornáde,"",48.8018111,21.2393786,nominatim
4014,SK,040 14,"",48.7286045,21.3020424,nominatim
95803,SK,Malé Uherce,"",48.6201816,18.4085226,nominatim
95152,SK,Vieska nad Žitavou,"",48.3131051,18.3477916,nominatim
98525,SK,Uhorské,"",48.4891018,19.7413209,nominatim
4973,SK,Dedinky,"",48.863972,20.3790842,nominatim
97632,SK,Badín,"",48.6665134,19.1188923,nominatim
93527,SK,Hronské Kosihy,"",48.2590836,18.5997731,nominatim
95804,SK,Partizánske,"",48.6497366,18.3602781,nominatim
97221,SK,Nitrianske Sučany,"",48.7323131,18.46844,nominatim
6712,SK,067 12,"",49.050659,21.9547203,nominatim
94639,SK,Iža,"",47.7501175,18.2437258,nominatim
2801,SK,Trstená,"",49.3560597,19.6121496,nominatim
90031,SK,Stupava,"",48.2729679,17.0324836,nominatim
91921,SK,Zeleneč,"",48.32996,17.5932723,nominatim
4022,SK,Košice,"",48.7331274,21.2859364,nominatim
94201,SK,Šurany,"",48.0871373,18.1839397,nominatim
95201,SK,Vráble,"",48.2398821,18.3102274,nominatim
4023,SK,Košice,"",48.7150073,21.2126359,nominatim
95144,SK,Výčapy-Opatovce,"",48.4091074,18.0823558,nominatim
3843,SK,Slovany,"",48.9693108,18.8216799,nominatim
92231,SK,Sokolovce,"",48.5409432,17.8405821,nominatim
95133,SK,Hájske,"",48.2549578,17.8690803,nominatim
5306,SK,Bijacovce,"",49.0281554,20.7964885,nominatim
92555,SK,Vinohrady nad Váhom,"",48.3180936,17.7603914,nominatim
1816,SK,Domaniža,"",49.0457609,18.5566343,nominatim
4955,SK,Dlhá Ves,"",48.5005212,20.4500629,nominatim
7636,SK,Veľký Kamenec,"",48.3580941,21.8007451,nominatim
91613,SK,Kostolné,"",48.7378222,17.7081989,nominatim
91336,SK,Selec,"",48.7856998,17.9907661,nominatim
98022,SK,Veľký Blh,"",48.4364517,20.1251731,nominatim
97228,SK,Valaská Belá,"",48.8930656,18.3974661,nominatim
5301,SK,053 01,"",48.9630405,20.5827113,nominatim
3104,SK,Liptovský Mikuláš,"",49.0784858,19.6524406,nominatim
6901,SK,069 01,"",48.992264,22.150554,nominatim
2345,SK,Horný Vadičov,"",49.2653492,18.8803255,nominatim
2357,SK,Podvysoká,"",49.4086951,18.6575588,nominatim
90042,SK,Dunajská Lužná,"",48.089585,17.2894189,nominatim
98701,SK,Poltár,"",48.4296306,19.7943282,nominatim
91442,SK,Horné Srnie,"",48.995771,18.095906,nominatim
93004,SK,Trstená na Ostrove,"",47.9153013,17.5181005,nominatim
93522,SK,Kozárovce,"",48.3169305,18.5222998,nominatim
99126,SK,Nenince,"",48.1432436,19.2621084,nominatim
3852,SK,Sučany,"",49.0986191,19.0006278,nominatim
1835,SK,Horná Poruba,"",48.945573,18.3010797,nominatim
96621,SK,966 21,"",48.5692577,18.8076624,nominatim
92585,SK,Neded,"",48.0201491,17.9657277,nominatim
90051,SK,Zohor,"",48.3192002,16.9823518,nominatim
95197,SK,Žitavany,"",48.3994087,18.4191496,nominatim
92542,SK,Trstice,"",48.0164982,17.8045372,nominatim
2321,SK,Korňa,"",49.4215525,18.5405769,nominatim
9016,SK,Cernina,"",49.2895669,21.4860292,nominatim
96661,SK,Hodruša-Hámre,"",48.4544862,18.7850835,nominatim
95619,SK,Krnča,"",48.542813,18.2526627,nominatim
98558,SK,Radzovce,"",48.2092784,19.8258313,nominatim
1319,SK,Zbyňov,"",49.1188957,18.6488507,nominatim
3471,SK,Ludrová,"",49.0550923,19.3306777,nominatim
90101,SK,Malacky,"",48.4372031,17.0227729,nominatim
91901,SK,Suchá nad Parnou,"",48.4110378,17.4845842,nominatim
93401,SK,Levice,"",48.2105229,18.609153,nominatim
98401,SK,Lučenec,"",48.3315224,19.6727552,nominatim
90851,SK,Holíč,"",48.8111289,17.1626905,nominatim
94301,SK,Štúrovo,"",47.7966334,18.7123192,nominatim
94911,SK,Nitra,"",48.3070644,18.0508981,nominatim
98505,SK,Kokava nad Rimavicou,"",48.5711059,19.8338179,nominatim
92401,SK,Galanta,"",48.1984869,17.730426,nominatim
1801,SK,Udiča,"",49.1677701,18.3993336,nominatim
5960,SK,Vysoké Tatry,"",49.1647945,20.2847577,nominatim
96901,SK,Banská Štiavnica,"",48.4401059,18.8959753,nominatim
97681,SK,Podbrezová,"",48.811089,19.5420486,nominatim
90054,SK,Jablonové,"",48.3479098,17.0996017,nominatim
95607,SK,Veľké Ripňany,"",48.4997896,17.9808792,nominatim
96602,SK,Vyhne,"",48.5047952,18.8004535,nominatim
92571,SK,Trnovec nad Váhom,"",48.1493866,17.9307579,nominatim
99110,SK,Veľká Ves nad Ipľom,"",48.0853509,19.070337,nominatim
95172,SK,Neverice,"",48.3679847,18.2738425,nominatim
2313,SK,Čierne,"",49.4993514,18.835854,nominatim
8635,SK,Becherov,"",49.4207461,21.3122006,nominatim
6724,SK,Lukačovce,"",49.029555,21.7948253,nominatim
3406,SK,Ružomberok,"",49.0901785,19.2594563,nominatim
93006,SK,Ňárad,"",47.829284,17.6154318,nominatim
90623,SK,Rudník,"",48.7601022,17.6294137,nominatim
95854,SK,Hradište,"",48.6838985,18.3747579,nominatim
7675,SK,Oborín,"",48.5460397,21.8927137,nominatim
91903,SK,919 03,"",48.4654241,17.4313766,nominatim
91953,SK,Dechtice,"",48.5475887,17.590644,nominatim
4016,SK,Košice,"",48.711194,21.1976831,nominatim
90878,SK,Kuklov,"",48.6403665,17.0678997,nominatim
91708,SK,Trnava,"",48.3641448,17.5517322,nominatim
95635,SK,Pravotice,"",48.6764044,18.3063336,nominatim
4018,SK,Košice,"",48.6711373,21.3233712,nominatim
4017,SK,Košice,"",48.6746668,21.264066,nominatim
5938,SK,Štrba,"",49.0559944,20.0791485,nominatim
2754,SK,Veličná,"",49.2031364,19.2533381,nominatim
4471,SK,Čečejovce,"",48.6081079,21.0689915,nominatim
4926,SK,Rejdová,"",48.7891628,20.2974636,nominatim
3474,SK,Liptovské Revúce,"",48.9123686,19.1683825,nominatim
91951,SK,Špačince,"",48.4379701,17.6081117,nominatim
4424,SK,Poproč,"",48.7117675,20.9752939,nominatim
91624,SK,Horná Streda,"",48.6560636,17.8453787,nominatim
93562,SK,Pohronský Ruskov,"",47.9750656,18.6538408,nominatim
97244,SK,Kamenec pod Vtáčnikom,"",48.6713009,18.5509905,nominatim
97667,SK,Závadka nad Hronom,"",48.850944,19.9140596,nominatim
97633,SK,Poniky,"",48.7019563,19.2887655,nominatim
1014,SK,Žilina,"",49.2558765,18.7561464,nominatim
2064,SK,Zubák,"",49.1496139,18.2093582,nominatim
4916,SK,Jelšava,"",48.6337245,20.2424901,nominatim
93581,SK,Veľké Turovce,"",48.1141917,18.9454836,nominatim
3853,SK,Turany,"",49.1146872,19.0376742,nominatim
5921,SK,Svit,"",49.0580505,20.2007862,nominatim
97701,SK,Brezno,"",48.8229729,19.6839942,nominatim
97703,SK,Brezno,"",48.7851827,19.6395413,nominatim
90027,SK,Bernolákovo,"",48.1963904,17.3051014,nominatim
6545,SK,Plavnica,"",49.2678674,20.7804364,nominatim
97644,SK,Mýto pod Ďumbierom,"",48.8544728,19.6323138,nominatim
9402,SK,Kvakovce,"",48.9909452,21.6880695,nominatim
2705,SK,Zázrivá,"",49.2768123,19.1522281,nominatim
2946,SK,Sihelné,"",49.5074089,19.4164688,nominatim
97213,SK,Nitrianske Pravno,"",48.8697712,18.623902,nominatim
7234,SK,Zalužice,"",48.7587866,22.0051932,nominatim
97668,SK,Heľpa,"",48.8637082,19.9698354,nominatim
98050,SK,Včelince,"",48.3819487,20.3162605,nominatim
9406,SK,Košarovce,"",49.0399416,21.777908,nominatim
95605,SK,Radošina,"",48.5477947,17.9496578,nominatim
8232,SK,Svinia,"",49.0066291,21.1250231,nominatim
8203,SK,Lemešany,"",48.8490444,21.2718703,nominatim
97631,SK,Vlkanová,"",48.661599,19.1530067,nominatim
98021,SK,Bátka,"",48.3787612,20.1743382,nominatim
90090,SK,Dubová,"",48.3668326,17.3378008,nominatim
4935,SK,Roštár,"",48.6930397,20.3390298,nominatim
7223,SK,Staré,"",48.8476472,21.887951,nominatim
93587,SK,Santovka,"",48.162297,18.7664848,nominatim
8637,SK,Šarišské Čierne,"",49.3432857,21.3652504,nominatim
92241,SK,Drahovce,"",48.5206412,17.8016608,nominatim
97613,SK,Slovenská Ľupča,"",48.7722298,19.2715322,nominatim
5001,SK,Revúca,"",48.6942052,20.1178792,nominatim
97645,SK,Hronec,"",48.7824509,19.5601652,nominatim
5972,SK,Vrbov,"",49.0735138,20.4333519,nominatim
92581,SK,Diakovce,"",48.1345535,17.8401348,nominatim
90842,SK,Smolinské,"",48.6761989,17.1287152,nominatim
1009,SK,Žilina,"",49.1834398,18.7384065,nominatim
95608,SK,Horné Obdokovce,"",48.4884021,18.0401243,nominatim
95842,SK,Brodzany,"",48.6086046,18.3426967,nominatim
8622,SK,Kľušov,"",49.2342277,21.2530917,nominatim
90703,SK,Myjava,"",48.7484813,17.5287812,nominatim
94146,SK,Trávnica,"",48.1391122,18.3365062,nominatim
90046,SK,Most pri Bratislave,"",48.139475,17.2800191,nominatim
2335,SK,Ochodnica,"",49.351105,18.7860874,nominatim
94907,SK,Nitra,"",48.2777204,18.1403853,nominatim
98266,SK,Ratkovské Bystré,"",48.6449724,20.0553946,nominatim
2944,SK,Rabča,"",49.4840522,19.4773777,nominatim
92055,SK,Bojničky,"",48.3906874,17.7975975,nominatim
92553,SK,Pata,"",48.2772276,17.8234683,nominatim
93525,SK,Nová Dedina,"",48.2819544,18.6433684,nominatim
98552,SK,985 52,"",48.4436591,19.5424216,nominatim
94652,SK,Imeľ,"",47.9030834,18.1428492,nominatim
92562,SK,Váhovce,"",48.24963,17.7832302,nominatim
97225,SK,Diviaky nad Nitricou,"",48.7702431,18.494087,nominatim
95704,SK,Bánovce nad Bebravou,"",48.735228,18.2565394,nominatim
1803,SK,Horná Mariková,"",49.2526698,18.305925,nominatim
3221,SK,Bobrovček,"",49.1353013,19.5958266,nominatim
90024,SK,Veľký Biel,"",48.2150503,17.3602444,nominatim
6502,SK,Vyšné Ružbachy,"",49.2994366,20.5676236,nominatim
5322,SK,Odorín,"",48.940135,20.6437757,nominatim
95612,SK,Preseľany,"",48.4572271,18.0986313,nominatim
1332,SK,Svederník,"",49.2641573,18.6435899,nominatim
4416,SK,Bohdanovce,"",48.6603487,21.4051616,nominatim
8612,SK,Kurima,"",49.2293323,21.4510759,nominatim
5952,SK,Veľká Lomnica,"",49.1253282,20.3390812,nominatim
8205,SK,Šarišské Bohdanovce,"",48.853998,21.3352855,nominatim
92583,SK,Žihárec,"",48.0723835,17.8842725,nominatim
5205,SK,Spišská Nová Ves,"",48.9449526,20.5454339,nominatim
5561,SK,Jaklovce,"",48.8761411,20.9979417,nominatim
95106,SK,Vinodol,"",48.1878157,18.2084972,nominatim
95146,SK,Podhorany,"",48.3849993,18.1192246,nominatim
1008,SK,Žilina,"",49.21007,18.7635544,nominatim
1701,SK,Považská Bystrica,"",49.1057676,18.4459786,nominatim
96205,SK,Hriňová,"",48.5790072,19.5264715,nominatim
97666,SK,Polomka,"",48.8533975,19.8555912,nominatim
90055,SK,Lozorno,"",48.3328775,17.0461218,nominatim
93201,SK,Veľký Meder,"",47.8564477,17.765846,nominatim
94148,SK,Podhájska,"",48.1052301,18.3419374,nominatim
95142,SK,Zbehy,"",48.3684908,18.0098964,nominatim
97222,SK,Nitrica,"",48.7072254,18.4449726,nominatim
90871,SK,Moravský Svätý Ján,"",48.5872019,17.001774,nominatim
95611,SK,Ludanice,"",48.4931371,18.1157691,nominatim
3861,SK,Vrútky,"",49.1120006,18.9208508,nominatim
9407,SK,Pakostov,"",49.0919019,21.8056989,nominatim
8701,SK,Giraltovce,"",49.1115797,21.5065627,nominatim
93531,SK,Dolná Seč,"",48.1849626,18.5549142,nominatim
7622,SK,Vojčice,"",48.6837109,21.7135341,nominatim
95614,SK,Oponice,"",48.4670339,18.1537254,nominatim
2601,SK,Dolný Kubín,"",49.2144214,19.3040634,nominatim
4011,SK,Košice,"",48.7063251,21.2278083,nominatim
9303,SK,Vranov nad Topľou,"",48.8621367,21.6603118,nominatim
90901,SK,Skalica,"",48.8402485,17.2332795,nominatim
91932,SK,919 32,"",48.3016977,17.6428279,nominatim
97901,SK,Rimavská Sobota,"",48.3830517,20.0174241,nominatim
91924,SK,919 24,"",48.3235537,17.6544653,nominatim
7901,SK,Veľké Kapušany,"",48.5569858,22.0834686,nominatim
90844,SK,Letničie,"",48.7173289,17.1679731,nominatim
96231,SK,Sliač,"",48.6230869,19.1435933,nominatim
97223,SK,Dolné Vestenice,"",48.7042716,18.3988011,nominatim
95841,SK,Veľké Uherce,"",48.6000878,18.4365001,nominatim
4445,SK,Čakanovce,"",48.7574441,21.4529058,nominatim
3215,SK,Liptovské Sliače,"",49.0592518,19.4004207,nominatim
1826,SK,Plevník-Drienové,"",49.167487,18.4992572,nominatim
93037,SK,Lehnice,"",48.0515309,17.4536559,nominatim
93538,SK,Lok,"",48.1831712,18.460795,nominatim
9409,SK,Sedliská,"",48.9071802,21.7198069,nominatim
94111,SK,Palárikovo,"",48.0426,18.0726267,nominatim
92062,SK,Horné Otrokovce,"",48.49179,17.8843518,nominatim
