"city","region","country_code","latitude","longitude","order_count","total_revenue","aov"
Hroznová Lhota,Jihomoravský kraj,CZ,48.9104932,17.4138209,4,256.62,64.16
Skalice,Jihomoravský kraj,CZ,48.964403,16.2324,4,146.6,36.65
Předklášteří,Jihomoravský kraj,CZ,49.3583171,16.3977791,4,124.68,31.17
Syrovice,Jihomoravský kraj,CZ,49.0706683,16.5447746,4,176.5,44.12
Dobré Pole,Jihomoravský kraj,CZ,48.8376935,16.5583702,4,216.29,54.07
Hrušovany u Brna,Jihomoravský kraj,CZ,49.0385097,16.5870601,4,197.38,49.34
Adamov,Jihomoravský kraj,CZ,49.2962343,16.6614221,4,103.06,25.77
Krsice,Jihočeský kraj,CZ,49.4762489,14.0710451,4,89.8,22.45
Netolice,Jihočeský kraj,CZ,49.0465041,14.1986642,4,212.08,53.02
Nová Bystřice,Jihočeský kraj,CZ,49.0314011,15.1104455,4,202.75,50.69
Chýnov,Jihočeský kraj,CZ,49.4112816,14.8295246,4,132.18,33.04
Kunžak,Jihočeský kraj,CZ,49.122697,15.1919508,4,165.94,41.48
Nové Hrady,Jihočeský kraj,CZ,48.7889229,14.7850209,4,133.59,33.4
Boršov nad Vltavou,Jihočeský kraj,CZ,48.9239612,14.447305,4,89.98,22.5
Bavorov,Jihočeský kraj,CZ,49.1322429,14.0725821,4,175.41,43.85
Strmilov,Jihočeský kraj,CZ,49.1585332,15.2233094,4,218.78,54.7
Bechyně,Jihočeský kraj,CZ,49.3063517,14.4802028,4,61.11,15.28
Sezimovo Ústí,Jihočeský kraj,CZ,49.3832548,14.6924934,4,162.64,40.66
Vodňany,Jihočeský kraj,CZ,49.1471721,14.1626746,4,143.04,35.76
Vyšší Brod,Jihočeský kraj,CZ,48.6308086,14.2764147,4,172.79,43.2
Jászapáti,Jász-Nagykun-Szolnok,HU,47.5167,20.15,4,170.53,42.63
Zagyvarékas,Jász-Nagykun-Szolnok,HU,47.2667,20.1333,4,97.96,24.49
Hranice,Karlovarský kraj,CZ,50.3036256,12.1747528,4,154.93,38.73
Nová Role,Karlovarský kraj,CZ,50.2776672,12.798892,4,269.31,67.33
Karlovy Vary,Karlovarský kraj,CZ,50.2412264,12.8774054,4,107.68,26.92
Ászár,Komárom-Esztergom,HU,47.5117,18.0015,4,49.29,12.32
Kundratice,Kraj Vysočina,CZ,49.385434,16.1474224,4,159.58,39.9
Nížkov,Kraj Vysočina,CZ,49.5291649,15.819941,4,124.21,31.05
Jaroměř,Královéhradecký kraj,CZ,50.3392443,15.924179,4,119.39,29.85
Borohrádek,Královéhradecký kraj,CZ,50.0967421,16.0920542,4,206.32,51.58
Hronov,Královéhradecký kraj,CZ,50.4891637,16.1905094,4,166.78,41.7
Česká Skalice,Královéhradecký kraj,CZ,50.3972267,16.0356283,4,82.28,20.57
Bílá Třemešná,Královéhradecký kraj,CZ,50.4481409,15.7403211,4,251.49,62.87
Dobré,Královéhradecký kraj,CZ,50.2688112,16.2635555,4,225.33,56.33
Lhota pod Libčany,Královéhradecký kraj,CZ,50.1764695,15.692272,4,135.97,33.99
Meziměstí,Královéhradecký kraj,CZ,50.6250893,16.2442219,4,112.96,28.24
Všestary,Královéhradecký kraj,CZ,50.2541971,15.750925,4,145.11,36.28
Pěnčín,Liberecký kraj,CZ,50.6002089,15.0640391,4,216.36,54.09
Desná,Liberecký kraj,CZ,50.7636002,15.3194745,4,163.53,40.88
Cvikov,Liberecký kraj,CZ,50.7776667,14.6338488,4,171.06,42.76
Doksy,Liberecký kraj,CZ,50.5495409,14.6119515,4,262.36,65.59
Stráž pod Ralskem,Liberecký kraj,CZ,50.6997155,14.8037593,4,243.53,60.88
Liberec,Liberecký kraj,CZ,50.7674456,15.0723724,4,116.96,29.24
Palkovice,Moravskoslezský kraj,CZ,49.6334957,18.3006572,4,183.24,45.81
Vendryně,Moravskoslezský kraj,CZ,49.6509803,18.7042696,4,133.79,33.45
Horní Suchá,Moravskoslezský kraj,CZ,49.794922,18.4820102,4,73.69,18.42
Klimkovice,Moravskoslezský kraj,CZ,49.7894133,18.1157782,4,63.4,15.85
Hradec nad Moravicí,Moravskoslezský kraj,CZ,49.8644778,17.874419,4,234.03,58.51
Bohumín,Moravskoslezský kraj,CZ,49.9037874,18.3795242,4,88.36,22.09
Ostrava,Moravskoslezský kraj,CZ,49.8543443,18.2196004,4,125.33,31.33
Kozlovice,Moravskoslezský kraj,CZ,49.5914904,18.2662468,4,114.84,28.71
Suchdol nad Odrou,Moravskoslezský kraj,CZ,49.6547627,17.9258718,4,110.25,27.56
Ostrava,Moravskoslezský kraj,CZ,49.7877128,18.1661128,4,232.64,58.16
Sedliště,Moravskoslezský kraj,CZ,49.7225994,18.3775592,4,174.85,43.71
Čeladná,Moravskoslezský kraj,CZ,49.5385038,18.3344774,4,113.05,28.26
Buk,Olomoucký kraj,CZ,49.498063,17.4788726,4,130.4,32.6
Bělotín,Olomoucký kraj,CZ,49.5893856,17.8008393,4,110.34,27.59
Loštice,Olomoucký kraj,CZ,49.741305,16.930058,4,203.97,50.99
Konice,Olomoucký kraj,CZ,49.5893016,16.8867229,4,116.66,29.16
Tovačov,Olomoucký kraj,CZ,49.4216134,17.2851522,4,100.47,25.12
Všechovice,Olomoucký kraj,CZ,49.4671103,17.7548897,4,145.38,36.35
Slatinice,Olomoucký kraj,CZ,49.5541062,17.1021588,4,283.19,70.8
Hrochov,Olomoucký kraj,CZ,49.5317835,16.8755418,4,167.61,41.9
Horka nad Moravou,Olomoucký kraj,CZ,49.6386195,17.2090798,4,180.55,45.14
Štěpánov u Olomouce,Olomoucký kraj,CZ,49.6820912,17.2243623,4,115.75,28.94
Česká Ves,Olomoucký kraj,CZ,50.252134,17.2223059,4,77.26,19.31
Víska u Jevíčka,Pardubický kraj,CZ,49.6511136,16.7076059,4,166.84,41.71
Dolní Dobrouč,Pardubický kraj,CZ,49.9934726,16.4960724,4,95.53,23.88
Jaroměřice,Pardubický kraj,CZ,49.6248758,16.7540315,4,117.7,29.43
Radiměř,Pardubický kraj,CZ,49.6975207,16.4368239,4,190.45,47.61
Dolní Újezd,Pardubický kraj,CZ,49.8236055,16.2564264,4,122.2,30.55
Býšť,Pardubický kraj,CZ,50.130538,15.9105441,4,245.73,61.43
Pardubice,Pardubický kraj,CZ,50.0246288,15.7214565,4,105.44,26.36
Pardubice,Pardubický kraj,CZ,50.0419608,15.8099666,4,91.08,22.77
Pilisjászfalu,Pest,HU,47.6553,18.7894,4,234.15,58.54
Kakucs,Pest,HU,47.242,19.3647,4,176.08,44.02
Monorierdő,Pest,HU,47.3,19.5167,4,136.1,34.02
Délegyháza,Pest,HU,47.2414,19.0902,4,113.09,28.27
Csomád,Pest,HU,47.6604,19.2394,4,152.1,38.02
Nagykovácsi,Pest,HU,47.5752,18.8734,4,217.43,54.36
Bugyi,Pest,HU,47.2275,19.1466,4,187.41,46.85
Alsónémedi,Pest,HU,47.3152,19.1584,4,93.68,23.42
Štěnovice,Plzeňský kraj,CZ,49.6572322,13.401029,4,316.46,79.12
Nová Huť,Plzeňský kraj,CZ,49.7137714,13.6473732,4,145.51,36.38
Železná Ruda,Plzeňský kraj,CZ,49.1460783,13.2312912,4,132.85,33.21
Dobřany,Plzeňský kraj,CZ,49.6547531,13.2854782,4,161.06,40.26
Břasy,Plzeňský kraj,CZ,49.8283917,13.5623159,4,155.38,38.85
Vejprnice,Plzeňský kraj,CZ,49.7317556,13.2813953,4,85.27,21.32
Blovice,Plzeňský kraj,CZ,49.5710439,13.5271871,4,105.15,26.29
Plzeň,Plzeňský kraj,CZ,49.7570387,13.314342,4,79.82,19.96
Tlučná,Plzeňský kraj,CZ,49.7236211,13.238064,4,156.58,39.14
Plzeň,Plzeňský kraj,CZ,49.7017989,13.3530821,4,387.96,96.99
Dýšina,Plzeňský kraj,CZ,49.7785699,13.4988319,4,207.57,51.89
Balatonboglár,Somogy,HU,46.7752,17.6441,4,146.91,36.73
Balatonlelle,Somogy,HU,46.7832,17.695,4,163.04,40.76
Všenory,Středočeský kraj,CZ,49.9304748,14.3114363,4,157.56,39.39
Jílové u Prahy,Středočeský kraj,CZ,49.8904278,14.4845883,4,180.64,45.16
Pchery,Středočeský kraj,CZ,50.1910502,14.1165559,4,98.54,24.64
Kostelec nad Labem,Středočeský kraj,CZ,50.2266681,14.5909133,4,81.66,20.41
Postupice,Středočeský kraj,CZ,49.7209852,14.7793949,4,329.39,82.35
Nová Ves pod Pleší,Středočeský kraj,CZ,49.8345527,14.2692157,4,135.85,33.96
Zlonice,Středočeský kraj,CZ,50.2876048,14.089797,4,299.27,74.82
Brodce,Středočeský kraj,CZ,50.3320095,14.8609417,4,120.14,30.04
Hrubý Jeseník,Středočeský kraj,CZ,50.2491615,15.0829292,4,148.67,37.17
Dřínov,Středočeský kraj,CZ,50.2670964,14.3980601,4,153.51,38.38
Mníšek pod Brdy,Středočeský kraj,CZ,49.8755412,14.2881983,4,210.57,52.64
Hřebeč,Středočeský kraj,CZ,50.1354391,14.1596786,4,80.15,20.04
Psáry,Středočeský kraj,CZ,49.9408547,14.5240521,4,69.59,17.4
Březno u Mladé Boleslavi,Středočeský kraj,CZ,50.4121037,15.0177882,4,106.64,26.66
Luštěnice,Středočeský kraj,CZ,50.3211806,14.9394312,4,140.67,35.17
Klecany,Středočeský kraj,CZ,50.1794095,14.4088886,4,106.16,26.54
Kozinec,Středočeský kraj,CZ,50.1967592,14.3063388,4,135.82,33.95
Bohutín,Středočeský kraj,CZ,49.6581329,13.9413957,4,166.89,41.72
Bělá pod Bezdězem,Středočeský kraj,CZ,50.5029404,14.8043105,4,162.78,40.7
Smečno,Středočeský kraj,CZ,50.189835,14.0390992,4,71.34,17.83
Mnichovice,Středočeský kraj,CZ,49.940059,14.72,4,287.37,71.84
Nelahozeves,Středočeský kraj,CZ,50.2667475,14.2981763,4,154.5,38.62
Komárov,Středočeský kraj,CZ,49.8011262,13.8614756,4,110.36,27.59
Mělnická Vrutice,Středočeský kraj,CZ,50.3443407,14.5362633,4,165.49,41.37
Tiszavasvári,Szabolcs-Szatmár-Bereg,HU,47.9667,21.35,4,145.05,36.26
Napkor,Szabolcs-Szatmár-Bereg,HU,47.938,21.8676,4,66.66,16.67
Nyírpazony,Szabolcs-Szatmár-Bereg,HU,47.9833,21.8,4,123.56,30.89
Nyírtelek,Szabolcs-Szatmár-Bereg,HU,48.0167,21.6333,4,138.77,34.69
Simontornya,Tolna,HU,46.7546,18.5549,4,181.25,45.31
Pincehely,Tolna,HU,46.681,18.4394,4,128.35,32.09
Bük,Vas,HU,47.3849,16.7507,4,138.58,34.65
"Boba, Nemeskocs",Vas,HU,47.2012,17.1872,4,164.05,41.01
Pétfürdő,Veszprém,HU,47.1667,18.1167,4,65.66,16.42
Balatonkenese,Veszprém,HU,47.0402,18.1067,4,153.11,38.28
Zalaszentgrót,Zala,HU,46.9447,17.0793,4,97.48,24.37
Boršice,Zlínský kraj,CZ,49.0600022,17.3376453,4,133.87,33.47
Polešovice,Zlínský kraj,CZ,49.0314276,17.3293595,4,228.68,57.17
Valašská Polanka,Zlínský kraj,CZ,49.2555358,17.9897028,4,83.8,20.95
Zlechov,Zlínský kraj,CZ,49.0735822,17.3830564,4,186.5,46.62
Babice,Zlínský kraj,CZ,49.1210994,17.4678068,4,148.62,37.16
Slavičín,Zlínský kraj,CZ,49.0848195,17.8812456,4,206.91,51.73
Hutisko-Solanec,Zlínský kraj,CZ,49.4236469,18.2208751,4,305.72,76.43
Zlín,Zlínský kraj,CZ,49.2672765,17.7218191,4,192.58,48.14
Ostrožská Nová Ves,Zlínský kraj,CZ,49.0036983,17.4355032,4,143.07,35.77
Želechovice nad Dřevnicí,Zlínský kraj,CZ,49.2189038,17.7545903,4,197.83,49.46
Spytihněv,Zlínský kraj,CZ,49.1411757,17.497612,4,148.9,37.23
Dolní Němčí,Zlínský kraj,CZ,48.9693456,17.5849845,4,115.83,28.96
Pašovice,Zlínský kraj,CZ,49.0732305,17.6367092,4,108.36,27.09
Lukov,Zlínský kraj,CZ,49.2929887,17.7343998,4,54.22,13.56
Osek,Ústecký kraj,CZ,50.627678,13.6862056,4,122.0,30.5
Hrob,Ústecký kraj,CZ,50.6575236,13.7250322,4,295.71,73.93
Jiříkov,Ústecký kraj,CZ,50.9900111,14.5758019,4,142.65,35.66
Ludvíkovice,Ústecký kraj,CZ,50.7984821,14.2614695,4,198.19,49.55
Lom,Ústecký kraj,CZ,50.6049894,13.6547376,4,166.23,41.56
Teplice,Ústecký kraj,CZ,50.6602867,13.8542345,4,116.36,29.09
Libochovice,Ústecký kraj,CZ,50.4052999,14.044036,4,197.15,49.29
Meziboří,Ústecký kraj,CZ,50.6216881,13.6035247,4,79.35,19.84
Podvysoká,"",SK,49.4086951,18.6575588,5,275.78,55.16
Hontianske Moravce,"",SK,48.1849695,18.8704258,5,180.25,36.05
Praha,"",CZ,50.1346924,14.3771908,5,165.74,33.15
Kolárovice,"",SK,49.2879508,18.5276779,5,250.08,50.02
Branč,"",SK,48.2136402,18.1423345,5,162.65,32.53
Veľká Mača,"",SK,48.2422832,17.6895742,5,256.21,51.24
Budimír,"",SK,48.7925306,21.3109794,5,234.88,46.98
Nová Bystrica,"",SK,49.3565007,19.0234599,5,100.25,20.05
Marcelová,"",SK,47.7919599,18.2882685,5,112.46,22.49
Poproč,"",SK,48.7117675,20.9752939,5,276.66,55.33
Lutila,"",SK,48.6265237,18.8410782,5,271.98,54.4
Hrabušice,"",SK,48.975577,20.4023425,5,196.08,39.22
059 92,"",SK,49.1153678,20.3769634,5,174.68,34.94
Bratislava,"",SK,48.2006362,17.0520724,5,127.0,25.4
Čifáre,"",SK,48.2312,18.3837432,5,158.41,31.68
Važec,"",SK,49.0585228,19.9801485,5,102.38,20.48
Jelšovce,"",SK,48.3773398,18.0470131,5,176.94,35.39
Šaštín-Stráže,"",SK,48.6402513,17.1463096,5,124.67,24.93
Veľký Lapáš,"",SK,48.2961634,18.1814196,5,346.79,69.36
Vydrany,"",SK,48.0141175,17.5804141,5,253.01,50.6
Krásnohorské Podhradie,"",SK,48.6603129,20.6016865,5,107.31,21.46
Praha,"",CZ,50.0053593,14.381733,5,332.42,66.48
Čečejovce,"",SK,48.6081079,21.0689915,5,105.05,21.01
Studienka,"",SK,48.5262516,17.1374643,5,166.04,33.21
Lastomír,"",SK,48.693672,21.9301183,5,134.24,26.85
Rohožník,"",SK,48.4587759,17.1689201,5,164.6,32.92
Sekule,"",SK,48.6021968,16.9979896,5,72.32,14.46
Jánovce,"",SK,49.0173243,20.4350878,5,110.11,22.02
Podlužany,"",SK,48.7842106,18.2390118,5,84.78,16.96
Široké,"",SK,49.0031121,20.9467769,5,230.6,46.12
Zborov nad Bystricou,"",SK,49.390045,18.895391,5,225.32,45.06
Neded,"",SK,48.0201491,17.9657277,5,161.66,32.33
Myjava,"",SK,48.7484813,17.5287812,5,107.55,21.51
Dolná Tižina,"",SK,49.2180455,18.9146667,5,95.14,19.03
Strečno,"",SK,49.1867119,18.8628706,5,260.53,52.11
Turňa nad Bodvou,"",SK,48.603856,20.8666717,5,67.66,13.53
Moravany nad Váhom,"",SK,48.6076628,17.8715537,5,188.41,37.68
Praha,"",CZ,50.1335789,14.5480149,5,151.05,30.21
Podbrezová,"",SK,48.811089,19.5420486,5,134.37,26.87
Čeľadice,"",SK,48.3267961,18.2405609,5,133.68,26.74
Kecerovce,"",SK,48.8229029,21.4109399,5,218.32,43.66
Boleráz,"",SK,48.4624095,17.496999,5,103.34,20.67
Bobrovček,"",SK,49.1353013,19.5958266,5,356.53,71.31
Turie,"",SK,49.1483318,18.7513807,5,211.66,42.33
Zohor,"",SK,48.3192002,16.9823518,5,78.97,15.79
Považská Bystrica,"",SK,49.1511508,18.4599405,5,106.2,21.24
Bratislava,"",SK,48.1969238,17.1349387,5,263.03,52.61
Nitrianske Rudno,"",SK,48.804419,18.4810567,5,213.39,42.68
Vysoké Tatry,"",SK,49.1647945,20.2847577,5,118.71,23.74
Vlachovo,"",SK,48.7689358,20.4155176,5,153.53,30.71
Malé Leváre,"",SK,48.5022489,16.9681871,5,124.33,24.87
Pružina,"",SK,49.0198947,18.4730211,5,86.44,17.29
Tekovská Breznica,"",SK,48.3850008,18.6119406,5,221.3,44.26
Bajerov,"",SK,48.9600602,21.1101267,5,133.49,26.7
Láb,"",SK,48.3638345,16.9744976,5,99.5,19.9
Sedliská,"",SK,48.9071802,21.7198069,5,73.01,14.6
Gbelce,"",SK,47.8568126,18.5052729,5,256.21,51.24
Likavka,"",SK,49.0902937,19.3205382,5,223.5,44.7
Bartošovce,"",SK,49.1930809,21.2538761,5,170.24,34.05
Lietava,"",SK,49.1658273,18.6973034,5,117.97,23.59
Spišské Podhradie,"",SK,49.0000783,20.7490921,5,91.22,18.24
Rohovce,"",SK,47.9902952,17.3986564,5,221.25,44.25
Víťaz,"",SK,48.9685231,20.9606262,5,174.26,34.85
Reca,"",SK,48.2329163,17.4481436,5,141.49,28.3
Kostolište,"",SK,48.4462524,16.9813642,5,262.34,52.47
Chrenovec-Brusno,"",SK,48.7775296,18.7215275,5,145.18,29.04
Slavnica,"",SK,49.0016409,18.1721186,5,128.41,25.68
Kostolné,"",SK,48.7378222,17.7081989,5,233.64,46.73
Slovany,"",SK,48.9693108,18.8216799,5,177.35,35.47
Trebatice,"",SK,48.5961186,17.7522348,5,153.99,30.8
Svinná,"",SK,48.780801,18.1618119,5,400.15,80.03
Čachtice,"",SK,48.7126969,17.7887384,5,263.09,52.62
951 07,"",SK,48.2499695,18.1663182,5,220.37,44.07
Brodské,"",SK,48.6904865,17.0132573,5,328.53,65.71
Lazy pod Makytou,"",SK,49.2428131,18.2172592,5,294.92,58.98
Výčapy-Opatovce,"",SK,48.4091074,18.0823558,5,197.55,39.51
Dobrá Niva,"",SK,48.4872995,19.0896533,5,107.74,21.55
Dojč,"",SK,48.6790394,17.2530447,5,157.97,31.59
Istebné,"",SK,49.2089777,19.2224082,5,201.49,40.3
Trstice,"",SK,48.0164982,17.8045372,5,252.67,50.53
Veľký Grob,"",SK,48.2503017,17.4952221,5,180.18,36.04
Soblahov,"",SK,48.8624441,18.0738553,5,171.75,34.35
Čierny Balog,"",SK,48.7420913,19.666158,5,143.62,28.72
Geča,"",SK,48.6254612,21.3109423,5,130.06,26.01
Štrba,"",SK,49.0559944,20.0791485,5,322.98,64.6
Trenčianske Stankovce,"",SK,48.842091,17.9803212,5,195.86,39.17
Veličná,"",SK,49.2031364,19.2533381,5,191.06,38.21
Topoľčianky,"",SK,48.4166141,18.4173869,5,176.14,35.23
Lazany,"",SK,48.8248672,18.608662,5,143.82,28.76
Turčianska Štiavnička,"",SK,49.0856097,19.0227273,5,203.45,40.69
Hybe,"",SK,49.0446253,19.8288356,5,186.72,37.34
044 14,"",SK,48.6075388,21.3201822,5,243.35,48.67
Prečín,"",SK,49.0869534,18.527995,5,241.82,48.36
Rudina,"",SK,49.281558,18.745854,5,136.37,27.27
Ochodnica,"",SK,49.351105,18.7860874,5,264.88,52.98
Šintava,"",SK,48.2828705,17.7574011,5,163.72,32.74
Rakovo,"",SK,48.9884693,18.8928821,5,127.58,25.52
Szerencs,Borsod-Abaúj-Zemplén,HU,48.1599,21.2097,5,221.13,44.23
Alsózsolca,Borsod-Abaúj-Zemplén,HU,48.0698,20.8805,5,132.39,26.48
"Ládbesenyő, Edelény, Damak, Balajt",Borsod-Abaúj-Zemplén,HU,48.320175,20.78525,5,232.76,46.55
Dunavecse,Bács-Kiskun,HU,46.9148,18.9713,5,124.03,24.81
Jánoshalma,Bács-Kiskun,HU,46.2986,19.3258,5,154.98,31.0
Csorvás,Békés,HU,46.6333,20.8333,5,105.86,21.17
Füzesgyarmat,Békés,HU,47.1,21.2167,5,198.8,39.76
Algyő,Csongrád,HU,46.3347,20.2085,5,144.46,28.89
Pákozd,Fejér,HU,47.2137,18.5331,5,148.2,29.64
Rácalmás,Fejér,HU,47.0226,18.9406,5,178.0,35.6
Abda,Győr-Moson-Sopron,HU,47.6946,17.5449,5,186.41,37.28
Fertőszentmiklós,Győr-Moson-Sopron,HU,47.59,16.8752,5,168.74,33.75
Hegyeshalom,Győr-Moson-Sopron,HU,47.9134,17.1539,5,107.3,21.46
Csorna,Győr-Moson-Sopron,HU,47.6116,17.2501,5,98.68,19.74
Győrújbarát,Győr-Moson-Sopron,HU,47.6064,17.6488,5,135.47,27.09
Hajdúdorog,Hajdú-Bihar,HU,47.8167,21.5,5,174.92,34.98
Hosszúpályi,Hajdú-Bihar,HU,47.393,21.7328,5,123.26,24.65
Ostoros,Heves,HU,47.8667,20.4333,5,186.46,37.29
Kál,Heves,HU,47.7333,20.2667,5,140.96,28.19
Blučina,Jihomoravský kraj,CZ,49.0543768,16.6481338,5,181.96,36.39
Drásov,Jihomoravský kraj,CZ,49.3337453,16.4788386,5,143.12,28.62
Lovčičky,Jihomoravský kraj,CZ,49.0732064,16.8349382,5,183.73,36.75
Dolní Kounice,Jihomoravský kraj,CZ,49.0684574,16.4607523,5,91.64,18.33
Šanov,Jihomoravský kraj,CZ,48.8002589,16.3860305,5,227.89,45.58
Velké Bílovice,Jihomoravský kraj,CZ,48.8528976,16.8947402,5,139.01,27.8
Miroslav,Jihomoravský kraj,CZ,48.9489102,16.3229324,5,228.31,45.66
Rájec-Jestřebí,Jihomoravský kraj,CZ,49.4085212,16.6488804,5,156.52,31.3
Kunštát,Jihomoravský kraj,CZ,49.5071518,16.5178001,5,185.17,37.03
Lanžhot,Jihomoravský kraj,CZ,48.7248308,16.9637968,5,193.26,38.65
Domašov,Jihomoravský kraj,CZ,49.2541739,16.3257801,5,178.96,35.79
Pustiměř,Jihomoravský kraj,CZ,49.3268603,17.0259817,5,130.53,26.11
Nová Včelnice,Jihočeský kraj,CZ,49.233614,15.0655408,5,163.63,32.73
Volary,Jihočeský kraj,CZ,48.8869573,13.8881307,5,230.88,46.18
Ševětín,Jihočeský kraj,CZ,49.095246,14.5656461,5,61.18,12.24
České Velenice,Jihočeský kraj,CZ,48.7700955,14.9647143,5,286.66,57.33
Sezimovo Ústí,Jihočeský kraj,CZ,49.3807914,14.702294,5,210.27,42.05
Tábor,Jihočeský kraj,CZ,49.3900228,14.6874935,5,144.31,28.86
Jászárokszállás,Jász-Nagykun-Szolnok,HU,47.6424,19.9804,5,228.89,45.78
Túrkeve,Jász-Nagykun-Szolnok,HU,47.1,20.75,5,110.44,22.09
Szajol,Jász-Nagykun-Szolnok,HU,47.1833,20.3,5,167.14,33.43
Jászfényszaru,Jász-Nagykun-Szolnok,HU,47.5702,19.724,5,175.13,35.03
Nejdek,Karlovarský kraj,CZ,50.3280032,12.7210185,5,239.2,47.84
Habartov,Karlovarský kraj,CZ,50.1844662,12.5548802,5,219.51,43.9
Žlutice,Karlovarský kraj,CZ,50.0850369,13.1580187,5,95.3,19.06
Hroznětín,Karlovarský kraj,CZ,50.3103999,12.8714874,5,134.58,26.92
Horní Slavkov,Karlovarský kraj,CZ,50.1348311,12.7960515,5,208.22,41.64
Toužim,Karlovarský kraj,CZ,50.0520711,12.9712804,5,103.85,20.77
Környe,Komárom-Esztergom,HU,47.5467,18.3208,5,203.18,40.64
Ács,Komárom-Esztergom,HU,47.7123,18.0113,5,146.34,29.27
Bobrová,Kraj Vysočina,CZ,49.4742124,16.1068386,5,129.81,25.96
Štoky,Kraj Vysočina,CZ,49.5125346,15.5642911,5,150.28,30.06
Ždírec nad Doubravou,Kraj Vysočina,CZ,49.6998665,15.8164223,5,400.53,80.11
Batelov,Kraj Vysočina,CZ,49.3146127,15.3984329,5,192.51,38.5
Radostín nad Oslavou,Kraj Vysočina,CZ,49.4453936,15.9534885,5,327.13,65.43
Golčův Jeníkov,Kraj Vysočina,CZ,49.8044332,15.4946116,5,195.66,39.13
Červený Kostelec,Královéhradecký kraj,CZ,50.473585,16.095895,5,139.38,27.88
Teplice nad Metují,Královéhradecký kraj,CZ,50.5991201,16.1585111,5,212.34,42.47
Lázně Bělohrad,Královéhradecký kraj,CZ,50.4349005,15.5726457,5,227.21,45.44
Dobruška,Královéhradecký kraj,CZ,50.2879954,16.195653,5,131.59,26.32
Nové Město,Královéhradecký kraj,CZ,50.1609604,15.471481,5,126.4,25.28
Broumov,Královéhradecký kraj,CZ,50.5894787,16.3301974,5,106.1,21.22
Police nad Metují,Královéhradecký kraj,CZ,50.5413994,16.2334795,5,244.06,48.81
Jablonec nad Nisou,Liberecký kraj,CZ,50.7341602,15.1865763,5,338.19,67.64
Jablonné v Podještědí,Liberecký kraj,CZ,50.7725215,14.7582611,5,52.94,10.59
Studenec,Liberecký kraj,CZ,50.5546965,15.547014,5,120.56,24.11
Český Dub,Liberecký kraj,CZ,50.6777751,14.9927926,5,266.95,53.39
Kamenický Šenov,Liberecký kraj,CZ,50.7755518,14.4740461,5,165.95,33.19
Nové Město pod Smrkem,Liberecký kraj,CZ,50.9313713,15.2320516,5,123.11,24.62
Tanvald,Liberecký kraj,CZ,50.7420978,15.3035662,5,160.46,32.09
Ostrava,Moravskoslezský kraj,CZ,49.8171981,18.1975424,5,155.07,31.01
Návsí,Moravskoslezský kraj,CZ,49.5897153,18.7504805,5,261.87,52.37
Ostrava,Moravskoslezský kraj,CZ,49.7715507,18.2823578,5,206.25,41.25
Dívčí Hrad,Moravskoslezský kraj,CZ,50.2513054,17.652987,5,210.38,42.08
Dolní Benešov,Moravskoslezský kraj,CZ,49.9208835,18.104519,5,106.45,21.29
Sviadnov,Moravskoslezský kraj,CZ,49.6962751,18.3169553,5,187.72,37.54
Mosty u Jablunkova,Moravskoslezský kraj,CZ,49.5264706,18.7577054,5,118.0,23.6
Český Těšín,Moravskoslezský kraj,CZ,49.7484385,18.5747912,5,326.34,65.27
Dolní Lutyně,Moravskoslezský kraj,CZ,49.9011659,18.4174657,5,135.58,27.12
Ostrava,Moravskoslezský kraj,CZ,49.8088184,18.3004716,5,440.98,88.2
Kunčice pod Ondřejníkem,Moravskoslezský kraj,CZ,49.5369576,18.2862485,5,253.49,50.7
Szécsény,Nógrád,HU,48.0806,19.5202,5,120.57,24.11
Nový Malín,Olomoucký kraj,CZ,49.9442676,17.0278051,5,157.28,31.46
Určice,Olomoucký kraj,CZ,49.4278493,17.06712,5,166.89,33.38
Kostelec na Hané,Olomoucký kraj,CZ,49.5205268,17.0457497,5,233.7,46.74
Veselíčko u Lipníka nad Bečvou,Olomoucký kraj,CZ,49.5401857,17.4924555,5,260.95,52.19
Hrochův Týnec,Pardubický kraj,CZ,49.9576423,15.9122636,5,165.41,33.08
Pardubice,Pardubický kraj,CZ,50.045642,15.7383558,5,128.28,25.66
Žamberk,Pardubický kraj,CZ,50.0867036,16.4857158,5,182.69,36.54
Tahitótfalu,Pest,HU,47.75,19.1,5,99.43,19.89
Kartal,Pest,HU,47.6713,19.542,5,98.61,19.72
Üllő,Pest,HU,47.3877,19.3553,5,107.88,21.58
Tápiógyörgye,Pest,HU,47.335,19.9528,5,150.28,30.06
Telki,Pest,HU,47.5479,18.8282,5,84.68,16.94
Pilisszentiván,Pest,HU,47.6096,18.8994,5,136.35,27.27
Pilisborosjenő,Pest,HU,47.6074,18.9932,5,177.1,35.42
Tápiószentmárton,Pest,HU,47.3399,19.7465,5,119.1,23.82
Piliscsaba,Pest,HU,47.6342,18.8289,5,104.53,20.91
Inárcs,Pest,HU,47.262,19.327,5,178.58,35.72
Kóka,Pest,HU,47.4855,19.5788,5,67.65,13.53
Penc,Pest,HU,47.8026,19.2491,5,277.64,55.53
Volduchy,Plzeňský kraj,CZ,49.7695259,13.634567,5,265.26,53.05
Klenová,Plzeňský kraj,CZ,49.329673,13.226547,5,242.89,48.58
