"city","region","country_code","latitude","longitude","order_count","total_revenue","aov"
Vítkov,Moravskoslezský kraj,CZ,49.7936638,17.7421566,1,2.43,2.43
Píšť,Moravskoslezský kraj,CZ,49.9778765,18.1926036,1,43.6,43.6
Raduň,Moravskoslezský kraj,CZ,49.8897625,17.9392099,1,73.08,73.08
Staré Hamry,Moravskoslezský kraj,CZ,49.4601818,18.4499143,1,53.0,53.0
Dolní Životice,Moravskoslezský kraj,CZ,49.8967736,17.7786103,1,10.27,10.27
Kozmice,Moravskoslezský kraj,CZ,49.9130755,18.1533669,1,13.57,13.57
Jistebník,Moravskoslezský kraj,CZ,49.7516252,18.1344008,1,48.11,48.11
Starý Jičín,Moravskoslezský kraj,CZ,49.5786558,17.9580124,1,65.86,65.86
Šenov u Nového Jičína,Moravskoslezský kraj,CZ,49.6086097,18.0008715,1,25.65,25.65
Hukvaldy,Moravskoslezský kraj,CZ,49.6333505,18.2209108,1,17.64,17.64
Bartošovice,Moravskoslezský kraj,CZ,49.6662841,18.0497662,1,31.94,31.94
Třemešná,Moravskoslezský kraj,CZ,50.200665,17.5741944,1,84.12,84.12
Opava,Moravskoslezský kraj,CZ,49.977504,17.8586341,1,29.96,29.96
Mošnov,Moravskoslezský kraj,CZ,49.690417,18.1207133,1,20.93,20.93
Mokré Lazce,Moravskoslezský kraj,CZ,49.9047629,18.0284868,1,29.97,29.97
Odry,Moravskoslezský kraj,CZ,49.6882627,17.7982816,1,88.86,88.86
Lučina,Moravskoslezský kraj,CZ,49.7197456,18.4766069,1,52.25,52.25
Skřipov,Moravskoslezský kraj,CZ,49.8179899,17.910869,1,60.1,60.1
Vřesina,Moravskoslezský kraj,CZ,49.8246417,18.1225948,1,46.46,46.46
Ostrava,Moravskoslezský kraj,CZ,49.8410325,18.1199509,1,66.94,66.94
Dobroslavice,Moravskoslezský kraj,CZ,49.8774757,18.1571429,1,185.24,185.24
Loučky u Zátoru,Moravskoslezský kraj,CZ,50.0424481,17.5793878,1,2.27,2.27
Horní Město,Moravskoslezský kraj,CZ,49.9001427,17.198436,1,39.39,39.39
Ostrava,Moravskoslezský kraj,CZ,49.8164247,18.3402361,1,50.84,50.84
Ostrava,Moravskoslezský kraj,CZ,49.7962185,18.2935905,1,25.07,25.07
Karviná,Moravskoslezský kraj,CZ,49.8443255,18.5430902,1,65.43,65.43
Varsány,Nógrád,HU,48.0391,19.4899,1,15.28,15.28
Ipolyvece,Nógrád,HU,48.0608,19.1072,1,10.57,10.57
Érsekvadkert,Nógrád,HU,47.9962,19.2023,1,36.71,36.71
Karancsalja,Nógrád,HU,48.1372,19.7519,1,40.12,40.12
Nógrádmegyer,Nógrád,HU,48.0683,19.6249,1,16.02,16.02
"Kozárd, Ecseg",Nógrád,HU,47.90625,19.612650000000002,1,15.54,15.54
Hollókő,Nógrád,HU,47.998,19.5941,1,54.21,54.21
Szurdokpüspöki,Nógrád,HU,47.8592,19.6922,1,34.37,34.37
Kishartyán,Nógrád,HU,48.0837,19.706,1,20.0,20.0
Bercel,Nógrád,HU,47.8706,19.4071,1,13.29,13.29
Cserhátsurány,Nógrád,HU,47.9791,19.4277,1,23.01,23.01
Nézsa,Nógrád,HU,47.8443,19.303,1,108.9,108.9
Somoskőújfalu,Nógrád,HU,48.1637,19.823,1,100.43,100.43
Bárna,Nógrád,HU,48.1004,19.9355,1,43.78,43.78
Nógrádsáp,Nógrád,HU,47.8389,19.355,1,4.11,4.11
Csécse,Nógrád,HU,47.8667,19.6333,1,63.45,63.45
"Magyarnándor, Debercsény, Cserháthaláp",Nógrád,HU,47.96913333333333,19.343633333333333,1,26.12,26.12
Drégelypalánk,Nógrád,HU,48.0472,19.0519,1,19.06,19.06
Szanda,Nógrád,HU,47.927,19.4408,1,7.05,7.05
Tereske,Nógrád,HU,47.9491,19.201,1,10.96,10.96
Nagyoroszi,Nógrád,HU,48.005,19.0905,1,25.37,25.37
"Bokor, Cserhátszentiván, Kutasó",Nógrád,HU,47.940266666666666,19.555133333333334,1,9.77,9.77
Hugyag,Nógrád,HU,48.089,19.4309,1,8.37,8.37
Mátranovák,Nógrád,HU,48.0381,19.9826,1,16.95,16.95
Diósjenő,Nógrád,HU,47.9397,19.0432,1,15.7,15.7
Paseka,Olomoucký kraj,CZ,49.7975103,17.2267023,1,73.67,73.67
Písečná,Olomoucký kraj,CZ,50.2705142,17.2564139,1,31.67,31.67
Sobáčov,Olomoucký kraj,CZ,49.6971549,17.0181558,1,25.91,25.91
Střítež nad Ludinou,Olomoucký kraj,CZ,49.606439,17.7399226,1,13.75,13.75
Velký Týnec,Olomoucký kraj,CZ,49.5508559,17.3370483,1,72.36,72.36
Olšany,Olomoucký kraj,CZ,49.9649509,16.8585934,1,34.55,34.55
Úsov,Olomoucký kraj,CZ,49.8064524,17.0018261,1,16.41,16.41
Kralice na Hané,Olomoucký kraj,CZ,49.4441107,17.1838722,1,44.42,44.42
Domaželice,Olomoucký kraj,CZ,49.4235583,17.5391468,1,15.8,15.8
Slavětín,Olomoucký kraj,CZ,49.6713925,16.9620799,1,10.06,10.06
Olomouc,Olomoucký kraj,CZ,49.5922499,17.2504299,1,13.32,13.32
Čechy pod Kosířem,Olomoucký kraj,CZ,49.5517777,17.0315689,1,5.83,5.83
Moravský Beroun,Olomoucký kraj,CZ,49.7920791,17.4539321,1,13.72,13.72
Vřesovice,Olomoucký kraj,CZ,49.4091194,17.1384057,1,63.55,63.55
Vápenná,Olomoucký kraj,CZ,50.2813838,17.1009011,1,42.16,42.16
Plumlov,Olomoucký kraj,CZ,49.4670171,16.9968823,1,15.58,15.58
Vranovice-Kelčice,Olomoucký kraj,CZ,49.4020815,17.1065521,1,20.67,20.67
Stará Červená Voda,Olomoucký kraj,CZ,50.3246949,17.1946644,1,55.7,55.7
Bohdíkov,Olomoucký kraj,CZ,50.0207632,16.8983478,1,65.37,65.37
Protivanov,Olomoucký kraj,CZ,49.4896354,16.832754,1,44.2,44.2
Troubelice,Olomoucký kraj,CZ,49.8240729,17.0768862,1,8.43,8.43
Lutín,Olomoucký kraj,CZ,49.557695,17.1391297,1,111.56,111.56
Přerov,Olomoucký kraj,CZ,49.4584,17.44451,1,59.95,59.95
Velké Losiny,Olomoucký kraj,CZ,50.0339208,17.0615898,1,123.23,123.23
Rozstání,Olomoucký kraj,CZ,49.3976289,16.8437123,1,39.85,39.85
Brníčko,Olomoucký kraj,CZ,49.8928373,16.9738661,1,42.92,42.92
Příkazy,Olomoucký kraj,CZ,49.6512593,17.1536114,1,25.99,25.99
Vlkoš u Přerova,Olomoucký kraj,CZ,49.3974847,17.4208474,1,41.93,41.93
Otaslavice,Olomoucký kraj,CZ,49.387896,17.0688847,1,70.4,70.4
Horní Lipová,Olomoucký kraj,CZ,50.2230948,17.0964531,1,54.73,54.73
Nezamyslice,Olomoucký kraj,CZ,49.3346095,17.163244,1,9.43,9.43
Dolní Nětčice,Olomoucký kraj,CZ,49.4777447,17.664738,1,55.95,55.95
Supíkovice,Olomoucký kraj,CZ,50.2992981,17.2539013,1,35.64,35.64
Javorník,Olomoucký kraj,CZ,50.3863516,16.9986678,1,26.28,26.28
Olomouc,Olomoucký kraj,CZ,49.5947053,17.2701124,1,15.8,15.8
Klenovice na Hané,Olomoucký kraj,CZ,49.4048056,17.2185231,1,87.86,87.86
Vrbátky,Olomoucký kraj,CZ,49.507425,17.2005628,1,41.72,41.72
Rokytnice,Olomoucký kraj,CZ,49.464743,17.3828433,1,7.32,7.32
Bouzov,Olomoucký kraj,CZ,49.7017521,16.9020831,1,5.57,5.57
Černotín,Olomoucký kraj,CZ,49.5356976,17.7731992,1,124.74,124.74
Doloplazy,Olomoucký kraj,CZ,49.5679238,17.413391,1,23.52,23.52
Nekoř,Pardubický kraj,CZ,50.0648143,16.5518844,1,9.8,9.8
Rohovládova Bělá,Pardubický kraj,CZ,50.1067289,15.6072745,1,53.44,53.44
Pomezí,Pardubický kraj,CZ,49.711408,16.3151239,1,34.52,34.52
Mladkov,Pardubický kraj,CZ,50.0966676,16.6275494,1,16.05,16.05
Moravany,Pardubický kraj,CZ,50.0006615,15.9436764,1,69.48,69.48
Damníkov,Pardubický kraj,CZ,49.8719578,16.5794847,1,16.96,16.96
Rychnov na Moravě,Pardubický kraj,CZ,49.8335513,16.6371846,1,16.45,16.45
Třebovice,Pardubický kraj,CZ,49.8601836,16.4987086,1,35.92,35.92
Pardubice,Pardubický kraj,CZ,50.0244761,15.8306402,1,13.86,13.86
Pardubice,Pardubický kraj,CZ,50.0086704,15.7841157,1,95.1,95.1
Sopotnice,Pardubický kraj,CZ,50.0579004,16.342476,1,4.87,4.87
Borová,Pardubický kraj,CZ,49.742543,16.1453464,1,25.22,25.22
Ronov nad Doubravou,Pardubický kraj,CZ,49.8878209,15.532113,1,37.6,37.6
Rohozná u Poličky,Pardubický kraj,CZ,49.6579107,16.4062777,1,36.49,36.49
Ústí nad Orlicí,Pardubický kraj,CZ,49.9714898,16.3678907,1,24.47,24.47
Bělá nad Svitavou,Pardubický kraj,CZ,49.6380292,16.4866607,1,61.75,61.75
Ostrov,Pardubický kraj,CZ,49.930429,16.5406805,1,10.65,10.65
Verměřovice,Pardubický kraj,CZ,50.0071228,16.5617995,1,64.21,64.21
Kunvald,Pardubický kraj,CZ,50.1258644,16.4987425,1,11.69,11.69
Pohora,Pardubický kraj,CZ,49.7711939,16.2539517,1,37.02,37.02
Libchavy,Pardubický kraj,CZ,50.0051941,16.3871257,1,16.45,16.45
Dlouhá Třebová,Pardubický kraj,CZ,49.9395683,16.4250053,1,55.93,55.93
Horní Heřmanice,Pardubický kraj,CZ,49.9616143,16.7103415,1,39.79,39.79
Morašice u Litomyšle,Pardubický kraj,CZ,49.8674506,16.2330773,1,25.12,25.12
Klášterec nad Orlicí,Pardubický kraj,CZ,50.1149277,16.5522186,1,34.79,34.79
Holetín,Pardubický kraj,CZ,49.7973388,15.9237517,1,18.14,18.14
Červená Voda,Pardubický kraj,CZ,50.0393887,16.7413913,1,8.64,8.64
Hradec nad Svitavou,Pardubický kraj,CZ,49.7123905,16.4826102,1,110.92,110.92
Mladějov na Moravě,Pardubický kraj,CZ,49.8224913,16.5920381,1,5.31,5.31
Bylany,Pardubický kraj,CZ,49.9572676,15.7342512,1,14.57,14.57
Seč,Pardubický kraj,CZ,49.8370146,15.6561925,1,8.43,8.43
Brandýs nad Orlicí,Pardubický kraj,CZ,50.0028475,16.2855115,1,46.21,46.21
Dolní Čermná,Pardubický kraj,CZ,49.9783174,16.5689593,1,32.72,32.72
Chrast,Pardubický kraj,CZ,49.8955738,15.9224472,1,25.99,25.99
Cotkytle,Pardubický kraj,CZ,49.9342343,16.7238426,1,72.06,72.06
Morašice u Chrudimi,Pardubický kraj,CZ,49.9331042,15.7090129,1,14.97,14.97
Bohousová,Pardubický kraj,CZ,50.0891558,16.3685085,1,38.15,38.15
Hlinsko,Pardubický kraj,CZ,49.7170811,15.8627858,1,70.59,70.59
Osík,Pardubický kraj,CZ,49.8452412,16.2862451,1,22.9,22.9
Líšnice,Pardubický kraj,CZ,50.0794406,16.509815,1,34.59,34.59
Kladruby nad Labem,Pardubický kraj,CZ,50.0574455,15.4899284,1,70.25,70.25
Chrudim,Pardubický kraj,CZ,49.9788645,15.7722923,1,103.44,103.44
Kunčina,Pardubický kraj,CZ,49.7933007,16.6231754,1,32.82,32.82
Turkovice,Pardubický kraj,CZ,49.9524732,15.5501176,1,40.68,40.68
Nasavrky,Pardubický kraj,CZ,49.8367467,15.7994941,1,24.93,24.93
Písečná,Pardubický kraj,CZ,50.0459396,16.451053,1,84.41,84.41
Chrudim,Pardubický kraj,CZ,49.9500584,15.8102176,1,70.75,70.75
Trstěnice u Litomyšle,Pardubický kraj,CZ,49.7948847,16.3435693,1,46.3,46.3
Szentlőrinckáta,Pest,HU,47.5195,19.7529,1,50.42,50.42
Csobánka,Pest,HU,47.6464,18.9619,1,4.9,4.9
Ceglédbercel,Pest,HU,47.2237,19.6683,1,26.83,26.83
Galgamácsa,Pest,HU,47.6956,19.3872,1,35.77,35.77
Dunabogdány,Pest,HU,47.7905,19.0412,1,10.81,10.81
Szada,Pest,HU,47.6333,19.3167,1,50.53,50.53
Tóalmás,Pest,HU,47.5078,19.6666,1,42.36,42.36
Táborfalva,Pest,HU,47.0994,19.4784,1,30.1,30.1
Szigetbecse,Pest,HU,47.1309,18.9481,1,7.05,7.05
Budajenő,Pest,HU,47.5569,18.8021,1,37.74,37.74
Valkó,Pest,HU,47.5639,19.5127,1,23.58,23.58
Zebegény,Pest,HU,47.7998,18.911,1,24.94,24.94
Vácduka,Pest,HU,47.746,19.2087,1,21.93,21.93
Pócsmegyer,Pest,HU,47.7153,19.096,1,25.94,25.94
Sóskút,Pest,HU,47.4066,18.8225,1,17.07,17.07
Hévízgyörk,Pest,HU,47.6333,19.5167,1,63.46,63.46
Nyáregyháza,Pest,HU,47.2618,19.5015,1,21.89,21.89
Galgahévíz,Pest,HU,47.6167,19.5667,1,12.22,12.22
Gomba,Pest,HU,47.371,19.5306,1,13.59,13.59
Csemő,Pest,HU,47.118,19.6909,1,8.54,8.54
Pilisszántó,Pest,HU,47.6691,18.8876,1,10.2,10.2
Bénye,Pest,HU,47.3539,19.5432,1,72.56,72.56
Kőröstetétlen,Pest,HU,47.0969,20.0183,1,5.69,5.69
Ipolydamásd,Pest,HU,47.8385,18.8301,1,12.19,12.19
Újlengyel,Pest,HU,47.2285,19.4494,1,47.52,47.52
Kosd,Pest,HU,47.8079,19.1782,1,15.05,15.05
Pilisszentkereszt,Pest,HU,47.6914,18.905,1,9.43,9.43
Tinnye,Pest,HU,47.6204,18.7778,1,44.48,44.48
Vasad,Pest,HU,47.324,19.4037,1,13.66,13.66
Csörög,Pest,HU,47.7303,19.1669,1,5.89,5.89
Kisoroszi,Pest,HU,47.8069,19.0097,1,63.83,63.83
Švihov,Plzeňský kraj,CZ,49.4831981,13.3226899,1,27.41,27.41
Žihle,Plzeňský kraj,CZ,50.0560888,13.3576924,1,54.36,54.36
Nečtiny,Plzeňský kraj,CZ,49.9874272,13.2007204,1,59.96,59.96
Poběžovice,Plzeňský kraj,CZ,49.5057958,12.7907887,1,28.35,28.35
Trnová,Plzeňský kraj,CZ,49.8635765,13.3210198,1,104.51,104.51
Chválenice,Plzeňský kraj,CZ,49.6484205,13.4954086,1,35.65,35.65
Kasejovice,Plzeňský kraj,CZ,49.4578696,13.7308377,1,60.4,60.4
Šťáhlavy,Plzeňský kraj,CZ,49.6733605,13.5037444,1,27.07,27.07
Oselce,Plzeňský kraj,CZ,49.4367695,13.6711082,1,12.96,12.96
Merklín,Plzeňský kraj,CZ,49.556957,13.1841838,1,29.22,29.22
Česká Kubice,Plzeňský kraj,CZ,49.3617477,12.8561907,1,24.06,24.06
Dobříč,Plzeňský kraj,CZ,49.8842081,13.4661267,1,13.01,13.01
Kout na Šumavě,Plzeňský kraj,CZ,49.4018927,13.0032311,1,87.44,87.44
Radnice,Plzeňský kraj,CZ,49.8558179,13.6168948,1,23.74,23.74
Žinkovy,Plzeňský kraj,CZ,49.4832868,13.49353,1,70.04,70.04
Ledce,Plzeňský kraj,CZ,49.8214675,13.3314548,1,21.39,21.39
Nepomuk,Plzeňský kraj,CZ,49.4971236,13.6064383,1,88.95,88.95
Čížkov u Blovic,Plzeňský kraj,CZ,49.5420611,13.6810218,1,60.91,60.91
Rejštejn,Plzeňský kraj,CZ,49.1203726,13.5293402,1,9.84,9.84
Plánice,Plzeňský kraj,CZ,49.3868528,13.4845413,1,88.33,88.33
Dobřív,Plzeňský kraj,CZ,49.7162714,13.6907684,1,31.4,31.4
Postřekov,Plzeňský kraj,CZ,49.4594662,12.8073106,1,31.32,31.32
Zbůch,Plzeňský kraj,CZ,49.6795586,13.2231425,1,38.61,38.61
Bdeněves,Plzeňský kraj,CZ,49.7661099,13.240611,1,17.64,17.64
Kožlany,Plzeňský kraj,CZ,49.9954959,13.5439844,1,104.19,104.19
Ráksi,Somogy,HU,46.5173,17.9184,1,12.26,12.26
"Látrány, Visz",Somogy,HU,46.7365,17.7635,1,11.77,11.77
"Tab, Sérsekszőlős, Zala, Lulla, Torvaj",Somogy,HU,46.757960000000004,18.02312,1,1.95,1.95
Kutas,Somogy,HU,46.3343,17.4532,1,23.19,23.19
Csokonyavisonta,Somogy,HU,46.0771,17.4437,1,29.62,29.62
Lad,Somogy,HU,46.1475,17.6481,1,21.19,21.19
Őrtilos,Somogy,HU,46.2843,16.9272,1,49.93,49.93
"Pusztakovácsi, Libickozma",Somogy,HU,46.52715,17.552599999999998,1,49.27,49.27
Ságvár,Somogy,HU,46.8366,18.1014,1,29.81,29.81
Kaszó,Somogy,HU,46.3435,17.212,1,16.5,16.5
Öreglak,Somogy,HU,46.601,17.6215,1,23.96,23.96
"Hosszúvíz, Gadány, Mesztegnyő",Somogy,HU,46.5096,17.419666666666668,1,19.67,19.67
Zákány,Somogy,HU,46.2826,16.9487,1,15.12,15.12
Karád,Somogy,HU,46.6908,17.8414,1,43.95,43.95
Kálmáncsa,Somogy,HU,46.0698,17.6187,1,73.84,73.84
Bélavár,Somogy,HU,46.1222,17.2165,1,13.74,13.74
"Somogyaracs, Babócsa, Rinyaújnép",Somogy,HU,46.059266666666666,17.362266666666667,1,21.85,21.85
Kaposmérő,Somogy,HU,46.3617,17.704,1,20.55,20.55
Somogyfajsz,Somogy,HU,46.5085,17.5664,1,25.08,25.08
Böhönye,Somogy,HU,46.4134,17.3804,1,42.91,42.91
Bárdudvarnok,Somogy,HU,46.3264,17.6861,1,23.83,23.83
Somogysárd,Somogy,HU,46.4153,17.5989,1,38.48,38.48
Balatonőszöd,Somogy,HU,46.8062,17.8003,1,19.62,19.62
Balatonberény,Somogy,HU,46.707,17.3201,1,11.77,11.77
Darány,Somogy,HU,45.9821,17.5901,1,46.4,46.4
"Kőkút, Kadarkút",Somogy,HU,46.2141,17.598,1,45.59,45.59
Jákó,Somogy,HU,46.3338,17.5525,1,6.94,6.94
Igal,Somogy,HU,46.5318,17.9386,1,22.6,22.6
Somogyszob,Somogy,HU,46.2901,17.3003,1,11.3,11.3
Balatonfenyves,Somogy,HU,46.7154,17.4922,1,11.67,11.67
Drávatamási,Somogy,HU,45.9427,17.5722,1,43.8,43.8
"Kaposkeresztúr, Baté",Somogy,HU,46.34505,17.9654,1,38.5,38.5
Szántód,Somogy,HU,46.8647,17.9009,1,57.94,57.94
Balatonmáriafürdő,Somogy,HU,46.7056,17.3707,1,41.03,41.03
"Lengyeltóti, Kisberény",Somogy,HU,46.65375,17.6516,1,5.84,5.84
Heřmaničky,Středočeský kraj,CZ,49.6022425,14.5953569,1,56.29,56.29
Žiželice,Středočeský kraj,CZ,50.1325977,15.3940139,1,40.62,40.62
Tuřany,Středočeský kraj,CZ,50.2315278,14.0325785,1,54.27,54.27
Kly,Středočeský kraj,CZ,50.3091473,14.5161557,1,27.67,27.67
Šanov,Středočeský kraj,CZ,50.0970392,13.6398725,1,9.54,9.54
Boreč,Středočeský kraj,CZ,50.4160457,14.7417049,1,43.68,43.68
Malešov,Středočeský kraj,CZ,49.9102276,15.2261723,1,19.09,19.09
Hřiměždice,Středočeský kraj,CZ,49.6871187,14.2791148,1,17.92,17.92
Hoštice u Vodochod,Středočeský kraj,CZ,50.2047255,14.4034722,1,53.48,53.48
Krupá,Středočeský kraj,CZ,50.173996,13.7331769,1,33.65,33.65
Záboří nad Labem,Středočeský kraj,CZ,50.0273018,15.3519167,1,14.46,14.46
Poříčany,Středočeský kraj,CZ,50.1100681,14.9146408,1,5.5,5.5
Chocerady,Středočeský kraj,CZ,49.8662447,14.8137109,1,46.27,46.27
Broumy,Středočeský kraj,CZ,49.955525,13.8512622,1,82.91,82.91
Lochovice,Středočeský kraj,CZ,49.8529704,13.9877295,1,34.26,34.26
Řevnice,Středočeský kraj,CZ,49.9137407,14.2336517,1,58.54,58.54
Nalžovice,Středočeský kraj,CZ,49.698915,14.3774132,1,65.17,65.17
Krásná Hora nad Vltavou,Středočeský kraj,CZ,49.5998678,14.2364557,1,48.56,48.56
Vráž u Berouna,Středočeský kraj,CZ,49.9862535,14.1246188,1,29.56,29.56
Hořesedly,Středočeský kraj,CZ,50.1717082,13.5891355,1,17.96,17.96
Kounov,Středočeský kraj,CZ,50.2125969,13.6611792,1,49.71,49.71
Klášter Hradiště nad Jizerou,Středočeský kraj,CZ,50.5266062,14.944005,1,17.29,17.29
Tmaň,Středočeský kraj,CZ,49.9068326,14.0327386,1,13.79,13.79
Kvílice,Středočeský kraj,CZ,50.2617947,14.0031339,1,103.34,103.34
Praskolesy,Středočeský kraj,CZ,49.8666195,13.9338646,1,39.14,39.14
Poděbrady,Středočeský kraj,CZ,50.1514105,15.1334429,1,19.76,19.76
Hospozín,Středočeský kraj,CZ,50.3076753,14.1666998,1,50.14,50.14
Rynholec,Středočeský kraj,CZ,50.1370369,13.9265195,1,21.48,21.48
Tuchoměřice,Středočeský kraj,CZ,50.1324078,14.2801203,1,53.37,53.37
Velká Dobrá,Středočeský kraj,CZ,50.1097601,14.0747847,1,30.05,30.05
Sojovice,Středočeský kraj,CZ,50.2203085,14.7612027,1,31.24,31.24
Dolní Hbity,Středočeský kraj,CZ,49.6571418,14.1713006,1,18.29,18.29
Dublovice,Středočeský kraj,CZ,49.6698293,14.3612211,1,35.82,35.82
Karlštejn,Středočeský kraj,CZ,49.9357355,14.191062,1,22.6,22.6
Křesetice,Středočeský kraj,CZ,49.9087163,15.2626124,1,3.92,3.92
Hořešovičky,Středočeský kraj,CZ,50.2807677,13.9621652,1,104.41,104.41
Všetaty,Středočeský kraj,CZ,50.2809083,14.5901577,1,53.72,53.72
Liteň,Středočeský kraj,CZ,49.8928326,14.1601379,1,38.76,38.76
Zaječov,Středočeský kraj,CZ,49.7682696,13.8412924,1,94.63,94.63
Velký Osek,Středočeský kraj,CZ,50.0995355,15.187923,1,22.29,22.29
Čistá,Středočeský kraj,CZ,50.0327934,13.5663383,1,15.3,15.3
Rataje nad Sázavou,Středočeský kraj,CZ,49.8435566,14.9609462,1,9.97,9.97
Jirny,Středočeský kraj,CZ,50.1107599,14.701604,1,73.04,73.04
Charvatce,Středočeský kraj,CZ,50.3193547,15.0131812,1,51.32,51.32
Dolní Beřkovice,Středočeský kraj,CZ,50.3880068,14.4461574,1,49.75,49.75
Lubná,Středočeský kraj,CZ,50.0736286,13.7049625,1,55.18,55.18
Horní Kruty,Středočeský kraj,CZ,49.918665,14.9579694,1,11.42,11.42
Kněževes,Středočeský kraj,CZ,50.1433897,13.6484536,1,66.46,66.46
Byšice,Středočeský kraj,CZ,50.3101975,14.6070613,1,69.39,69.39
Slapy,Středočeský kraj,CZ,49.8104202,14.4182219,1,42.61,42.61
Chlumín,Středočeský kraj,CZ,50.288887,14.4496444,1,10.6,10.6
Zadní Třebaň,Středočeský kraj,CZ,49.9148954,14.2094125,1,263.66,263.66
Jesenice,Středočeský kraj,CZ,50.089798,13.4784611,1,46.79,46.79
Chorušice,Středočeský kraj,CZ,50.3883514,14.6696272,1,12.31,12.31
Rosovice,Středočeský kraj,CZ,49.7574532,14.105821,1,103.31,103.31
Obruby,Středočeský kraj,CZ,50.4585553,15.0852262,1,35.73,35.73
Dymokury,Středočeský kraj,CZ,50.2458298,15.2195035,1,24.45,24.45
Červené Janovice,Středočeský kraj,CZ,49.832658,15.2530606,1,13.11,13.11
Mořina,Středočeský kraj,CZ,49.9530038,14.2103764,1,5.27,5.27
Pozdeň,Středočeský kraj,CZ,50.242207,13.9328492,1,28.7,28.7
Hostomice,Středočeský kraj,CZ,49.8302749,14.0531575,1,13.79,13.79
Krakovany,Středočeský kraj,CZ,50.0682348,15.3682751,1,25.81,25.81
257 68,Středočeský kraj,CZ,49.6432132,15.1728974,1,17.38,17.38
Krhanice,Středočeský kraj,CZ,49.8557328,14.5568651,1,17.7,17.7
Neveklov,Středočeský kraj,CZ,49.7467793,14.5117541,1,7.09,7.09
Přestavlky u Čerčan,Středočeský kraj,CZ,49.8540746,14.7349656,1,129.05,129.05
Kostomlaty nad Labem,Středočeský kraj,CZ,50.1844219,14.9588657,1,21.04,21.04
Vysoký Chlumec,Středočeský kraj,CZ,49.61664,14.3896387,1,19.12,19.12
Pičín,Středočeský kraj,CZ,49.7453329,14.0562348,1,149.21,149.21
Pňov-Předhradí,Středočeský kraj,CZ,50.090809,15.1459101,1,63.63,63.63
Hvozdnice,Středočeský kraj,CZ,49.8632557,14.3601354,1,32.58,32.58
Zeleneč,Středočeský kraj,CZ,50.1339587,14.6581204,1,29.24,29.24
Jivina,Středočeský kraj,CZ,50.5547658,14.9476266,1,58.67,58.67
Hobšovice,Středočeský kraj,CZ,50.273054,14.1608627,1,35.37,35.37
Chotětov,Středočeský kraj,CZ,50.3372525,14.8042289,1,31.91,31.91
Velká Buková,Středočeský kraj,CZ,50.026919,13.8603375,1,64.87,64.87
Úmonín,Středočeský kraj,CZ,49.8896165,15.2720559,1,32.09,32.09
Hrdlořezy,Středočeský kraj,CZ,50.4512408,14.8789573,1,105.28,105.28
Straky,Středočeský kraj,CZ,50.229225,14.9593795,1,20.28,20.28
Sýkořice,Středočeský kraj,CZ,50.0337677,13.9220124,1,18.76,18.76
Zvoleněves,Středočeský kraj,CZ,50.2295028,14.1747281,1,13.56,13.56
Dolní Slivno,Středočeský kraj,CZ,50.3083228,14.7329416,1,35.03,35.03
Kladno,Středočeský kraj,CZ,50.1569623,14.1405246,1,27.09,27.09
Bílé Podolí,Středočeský kraj,CZ,49.9579102,15.4901924,1,48.07,48.07
Květnice,Středočeský kraj,CZ,50.0467002,14.6757213,1,37.28,37.28
Levelek,Szabolcs-Szatmár-Bereg,HU,47.9628,21.9854,1,22.78,22.78
Kisvarsány,Szabolcs-Szatmár-Bereg,HU,48.1541,22.298,1,15.49,15.49
Szatmárcseke,Szabolcs-Szatmár-Bereg,HU,48.0857,22.635,1,33.14,33.14
Nyírcsászári,Szabolcs-Szatmár-Bereg,HU,47.8657,22.1754,1,38.39,38.39
Pátroha,Szabolcs-Szatmár-Bereg,HU,48.1667,22.0,1,47.43,47.43
Ajak,Szabolcs-Szatmár-Bereg,HU,48.1766,22.0627,1,18.66,18.66
Dombrád,Szabolcs-Szatmár-Bereg,HU,48.2333,21.9333,1,11.77,11.77
Buj,Szabolcs-Szatmár-Bereg,HU,48.1,21.65,1,10.22,10.22
Papos,Szabolcs-Szatmár-Bereg,HU,47.9833,22.25,1,20.43,20.43
Tarpa,Szabolcs-Szatmár-Bereg,HU,48.1048,22.5374,1,40.34,40.34
Tuzsér,Szabolcs-Szatmár-Bereg,HU,48.3441,22.1176,1,26.71,26.71
Nagyhalász,Szabolcs-Szatmár-Bereg,HU,48.1327,21.761,1,24.53,24.53
Paszab,Szabolcs-Szatmár-Bereg,HU,48.15,21.6833,1,18.68,18.68
Porcsalma,Szabolcs-Szatmár-Bereg,HU,47.8833,22.5667,1,15.31,15.31
Nyírmada,Szabolcs-Szatmár-Bereg,HU,48.0667,22.2,1,26.16,26.16
Balkány,Szabolcs-Szatmár-Bereg,HU,47.7707,21.8631,1,23.46,23.46
Kótaj,Szabolcs-Szatmár-Bereg,HU,48.05,21.7167,1,5.49,5.49
Bököny,Szabolcs-Szatmár-Bereg,HU,47.7333,21.75,1,29.88,29.88
Tunyogmatolcs,Szabolcs-Szatmár-Bereg,HU,47.9667,22.4667,1,25.59,25.59
Gyüre,Szabolcs-Szatmár-Bereg,HU,48.1759,22.2718,1,33.48,33.48
Csengerújfalu,Szabolcs-Szatmár-Bereg,HU,47.8059,22.6269,1,72.72,72.72
Nyírkércs,Szabolcs-Szatmár-Bereg,HU,48.0185,22.0464,1,8.05,8.05
